A,AtletaID,CA,CV,ClubeID,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,Jogos,PE,PP,Participou,Pontos,PontosMedia,Posicao,Preco,PrecoVariacao,RB,Rodada,SG,Status,ano,avg.A,avg.A.l05,avg.CA,avg.CV.l05,avg.DD,avg.DD.l05,avg.DP,avg.DP.l05,avg.FC,avg.FC.l05,avg.FD,avg.FD.l05,avg.FF,avg.FF.l05,avg.FS,avg.FS.l05,avg.FT,avg.FT.l05,avg.G,avg.G.l05,avg.GC,avg.GC.l05,avg.GS,avg.GS.l05,avg.I,avg.I.l05,avg.PE,avg.PE.l05,avg.PP,avg.PP.l05,avg.Points,avg.RB,avg.RB.l05,avg.SG,avg.SG.l05,avg.last05,away.score.x,dia,home.attack,home.defend,home.score.x,mes,pred.away.score,pred.home.score,risk_points,variable,Target_varPreco,Target_Pontos
0.0,81903,0.0,0.0,Avaí,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,True,-0.5,1.23,mei,2.56,-0.36,0.0,27.0,0.0,Provável,2017,0.0,0.0,0.107142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.6,0.107142857142857,0.0,0.25,0.0,1.0,1.4,0.0357142857142857,0.0,0.0714285714285714,0.2,0.0,0.0,0.0,0.0,0.107142857142857,0.0,1.42857142857143,1.4,0.0,0.0,1.03214285714286,0.3571428571428571,0.4,0.0,0.0,2.26,2.0,11.0,0.0,0.0,1.0,10.0,0.0,0.0,2.33335714273567,home.team,0.24,1.1
0.0,81903,0.0,0.0,Avaí,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,True,1.1,1.22,mei,2.8,0.24,0.0,28.0,0.0,Nulo,2017,0.0,0.0,0.103448275862069,0.0,0.0,0.0,0.0,0.0,0.7586206896551719,1.0,0.103448275862069,0.0,0.27586206896551696,0.2,1.10344827586207,1.8,0.0344827586206897,0.0,0.0689655172413793,0.2,0.0,0.0,0.0,0.0,0.103448275862069,0.0,1.44827586206897,1.8,0.0,0.0,1.03448275862069,0.34482758620689696,0.2,0.0,0.0,1.94,0.0,15.0,0.0,0.0,1.0,10.0,0.0,0.0,2.31154109247969,away.team,-0.08,0.7
0.0,81903,0.0,0.0,Avaí,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,True,0.7,1.2,mei,2.72,-0.08,0.0,29.0,0.0,Provável,2017,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.733333333333333,1.0,0.1,0.0,0.3,0.4,1.06666666666667,1.8,0.0333333333333333,0.0,0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.4,1.2,0.0,0.0,1.02333333333333,0.33333333333333304,0.2,0.0,0.0,0.66,1.0,18.0,0.0,0.0,1.0,10.0,0.0,0.0,2.31957850577307,home.team,-0.17,-0.3
0.0,81903,0.0,0.0,Avaí,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,True,2.4,1.19,mei,2.97,0.42,2.0,33.0,0.0,Provável,2017,0.0,0.0,0.0882352941176471,0.0,0.0,0.0,0.0,0.0,0.7058823529411771,0.4,0.0882352941176471,0.0,0.264705882352941,0.2,0.941176470588235,0.0,0.0294117647058824,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0882352941176471,0.0,1.26470588235294,0.2,0.0,0.0,0.9647058823529407,0.3529411764705879,0.4,0.0,0.0,0.56,2.0,8.0,0.0,0.0,1.0,11.0,0.0,0.0,2.24363296661662,home.team,0.7,6.3
0.0,81903,0.0,0.0,Avaí,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,True,6.3,1.37,mei,3.67,0.7,3.0,34.0,0.0,Provável,2017,0.0,0.0,0.0857142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.6,0.11428571428571402,0.2,0.28571428571428603,0.2,0.914285714285714,0.0,0.0285714285714286,0.0,0.0571428571428571,0.0,0.0,0.0,0.0,0.0,0.0857142857142857,0.0,1.22857142857143,0.2,0.0,0.0,1.11714285714286,0.42857142857142894,1.0,0.0,0.0,1.68,0.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,2.01442023641764,away.team,-0.79,1.0
0.0,81903,0.0,0.0,Avaí,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,0.0,True,1.0,1.36,mei,2.88,-0.79,1.0,35.0,0.0,Provável,2017,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7222222222222221,0.8,0.138888888888889,0.4,0.277777777777778,0.2,0.8888888888888891,0.0,0.0277777777777778,0.0,0.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,1.30555555555556,0.8,0.0,0.0,1.1138888888888898,0.444444444444444,1.2,0.0,0.0,1.94,2.0,15.0,0.0,0.0,2.0,11.0,0.0,0.0,1.99780435033619,away.team,-0.49,-1.8
0.0,81903,1.0,0.0,Avaí,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,True,-1.8,1.25,mei,2.39,-0.49,0.0,36.0,0.0,Nulo,2017,0.0,0.0,0.108108108108108,0.0,0.0,0.0,0.0,0.0,0.72972972972973,1.0,0.135135135135135,0.4,0.27027027027027,0.2,0.9189189189189192,0.4,0.027027027027027,0.0,0.0540540540540541,0.0,0.0,0.0,0.0,0.0,0.0810810810810811,0.0,1.2972972972973,1.0,0.0,0.0,1.03513513513513,0.432432432432432,1.2,0.0,0.0,1.58,1.0,20.0,0.0,0.0,2.0,11.0,0.0,0.0,2.20627891860179,home.team,0.3,0.2
0.0,81903,0.0,0.0,Avaí,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,True,0.2,1.22,mei,2.69,0.3,0.0,37.0,0.0,Provável,2017,0.0,0.0,0.105263157894737,0.0,0.0,0.0,0.0,0.0,0.7105263157894741,1.0,0.131578947368421,0.4,0.263157894736842,0.2,0.921052631578947,0.6,0.0263157894736842,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0789473684210526,0.0,1.28947368421053,1.2,0.0,0.0,1.01315789473684,0.421052631578947,1.2,0.0,0.0,1.62,0.0,26.0,0.0,0.0,1.0,11.0,0.0,0.0,2.1680508399123,home.team,0.1,0.9
0.0,81905,1.0,0.0,Fluminense,0.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,True,6.6,12.2,ata,25.14,-1.09,0.0,6.0,0.0,Provável,2017,0.03125,0.2,0.125,0.0,0.0,0.0,0.0,0.0,1.30208333333333,2.4,0.3125,0.6,0.32291666666666696,0.6,1.08333333333333,1.8,0.0104166666666667,0.0,0.229166666666667,1.4,0.0,0.0,0.0,0.0,0.29166666666666696,0.2,0.916666666666667,3.0,0.0,0.0,2.08541666666667,0.177083333333333,0.4,0.0,0.0,9.02,1.0,10.0,0.0,0.0,3.0,6.0,0.0,0.0,7.19744553450891,away.team,-1.98,-1.2
0.0,81905,1.0,0.0,Fluminense,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,True,-1.2,9.97,ata,23.16,-1.98,0.0,7.0,0.0,Provável,2017,0.0309278350515464,0.2,0.13402061855670094,0.0,0.0,0.0,0.0,0.0,1.2989690721649498,2.4,0.309278350515464,0.6,0.3298969072164949,0.8,1.1030927835051498,2.0,0.0103092783505155,0.0,0.22680412371134,1.0,0.0,0.0,0.0,0.0,0.288659793814433,0.2,0.9381443298969068,3.2,0.0,0.0,2.05154639175258,0.175257731958763,0.4,0.0,0.0,6.58,2.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,7.31960077842744,home.team,1.06,6.4
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,True,6.4,9.46,ata,24.22,1.06,0.0,8.0,0.0,Provável,2017,0.0306122448979592,0.0,0.13265306122449005,0.0,0.0,0.0,0.0,0.0,1.31632653061224,2.0,0.306122448979592,0.4,0.326530612244898,0.4,1.10204081632653,1.8,0.0102040816326531,0.0,0.23469387755102,0.6,0.0,0.0,0.0,0.0,0.28571428571428603,0.0,0.948979591836735,2.4,0.0,0.0,2.09591836734694,0.17346938775510198,0.2,0.0,0.0,4.2,2.0,18.0,0.0,0.0,2.0,6.0,0.0,0.0,7.1235836798934615,home.team,1.59,13.2
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,True,13.2,9.93,ata,25.81,1.59,1.0,9.0,0.0,Provável,2017,0.0303030303030303,0.0,0.131313131313131,0.0,0.0,0.0,0.0,0.0,1.31313131313131,1.8,0.313131313131313,0.4,0.353535353535354,1.0,1.12121212121212,2.0,0.0101010101010101,0.0,0.242424242424242,0.6,0.0,0.0,0.0,0.0,0.282828282828283,0.0,0.95959595959596,1.8,0.0,0.0,2.20808080808081,0.181818181818182,0.2,0.0,0.0,5.0,3.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,6.85649732411204,away.team,-1.98,1.0
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,True,-0.1,7.53,ata,21.99,-1.54,1.0,16.0,0.0,Provável,2017,0.0377358490566038,0.2,0.132075471698113,0.0,0.0,0.0,0.0,0.0,1.29245283018868,0.8,0.311320754716981,0.0,0.339622641509434,0.2,1.1037735849056598,0.4,0.009433962264150941,0.0,0.226415094339623,0.0,0.0,0.0,0.0,0.0,0.264150943396226,0.0,1.0094339622641502,1.4,0.0,0.0,2.09339622641509,0.179245283018868,0.2,0.0,0.0,0.46,1.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,4.42619726426898,home.team,-1.75,0.0
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,True,0.3,6.93,ata,21.7,-0.29,1.0,18.0,0.0,Provável,2017,0.037037037037037,0.0,0.12962962962963,0.0,0.0,0.0,0.0,0.0,1.28703703703704,0.6,0.305555555555556,0.0,0.33333333333333304,0.0,1.09259259259259,0.4,0.009259259259259259,0.0,0.222222222222222,0.0,0.0,0.0,0.0,0.0,0.25925925925925897,0.0,1.01851851851852,1.8,0.0,0.0,2.05740740740741,0.185185185185185,0.4,0.0,0.0,0.04,2.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,4.12143448597964,away.team,-0.34,0.2
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,True,8.6,7.06,ata,22.77,1.07,1.0,19.0,0.0,Provável,2017,0.036697247706422007,0.0,0.128440366972477,0.0,0.0,0.0,0.0,0.0,1.3119266055045902,1.4,0.302752293577982,0.0,0.330275229357798,0.0,1.11009174311927,1.0,0.009174311926605509,0.0,0.229357798165138,0.2,0.0,0.0,0.0,0.0,0.256880733944954,0.0,1.02752293577982,2.2,0.0,0.0,2.11743119266055,0.192660550458716,0.6,0.0,0.0,1.76,1.0,5.0,0.0,0.0,3.0,8.0,0.0,0.0,2.70669950718993,home.team,2.6,11.9
0.0,81905,1.0,0.0,Fluminense,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,True,-2.1,6.41,ata,20.95,-1.82,0.0,20.0,0.0,Provável,2017,0.0363636363636364,0.0,0.136363636363636,0.0,0.0,0.0,0.0,0.0,1.3363636363636398,2.2,0.30909090909090897,0.2,0.327272727272727,0.0,1.12727272727273,1.6,0.00909090909090909,0.0,0.22727272727272704,0.2,0.0,0.0,0.0,0.0,0.25454545454545496,0.0,1.03636363636364,2.6,0.0,0.0,2.07909090909091,0.190909090909091,0.6,0.0,0.0,1.34,0.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,2.90495744853135,away.team,-0.39,5.9
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,15.0,1.0,0.0,True,14.4,6.94,ata,23.43,2.48,1.0,21.0,0.0,Provável,2017,0.036036036036036015,0.0,0.135135135135135,0.0,0.0,0.0,0.0,0.0,1.3783783783783798,3.2,0.31531531531531504,0.4,0.324324324324324,0.0,1.12612612612613,1.6,0.009009009009009007,0.0,0.24324324324324306,0.6,0.0,0.0,0.0,0.0,0.279279279279279,0.6,1.03603603603604,1.6,0.0,0.0,2.19009009009009,0.198198198198198,0.6,0.0,0.0,4.24,1.0,21.0,0.0,0.0,2.0,8.0,0.0,0.0,5.12472221469396,home.team,-0.65,1.6
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,True,-0.3,6.49,ata,21.31,-2.12,0.0,22.0,0.0,Provável,2017,0.0357142857142857,0.0,0.133928571428571,0.0,0.0,0.0,0.0,0.0,1.375,3.4,0.3125,0.4,0.32142857142857106,0.0,1.125,1.8,0.00892857142857143,0.0,0.241071428571429,0.6,0.0,0.0,0.0,0.0,0.276785714285714,0.6,1.03571428571429,1.8,0.0,0.0,2.16785714285714,0.196428571428571,0.6,0.0,0.0,4.18,1.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,5.1924731850802806,home.team,1.37,7.9
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,2.0,0.0,True,7.9,6.57,ata,22.68,1.37,0.0,23.0,0.0,Provável,2017,0.0353982300884956,0.0,0.132743362831858,0.0,0.0,0.0,0.0,0.0,1.3716814159292,3.2,0.31858407079646,0.6,0.31858407079646,0.0,1.12389380530973,1.8,0.00884955752212389,0.0,0.247787610619469,0.8,0.0,0.0,0.0,0.0,0.283185840707965,0.8,1.04424778761062,1.6,0.0,0.0,2.21858407079646,0.194690265486726,0.4,0.0,0.0,5.7,2.0,10.0,0.0,0.0,2.0,9.0,0.0,0.0,5.436103588253468,away.team,0.5,10.3
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,18.0,2.0,0.0,True,10.3,6.78,ata,23.18,0.5,1.0,24.0,0.0,Provável,2017,0.0350877192982456,0.0,0.131578947368421,0.0,0.0,0.0,0.0,0.0,1.36842105263158,2.6,0.315789473684211,0.6,0.32456140350877194,0.2,1.14035087719298,1.8,0.0087719298245614,0.0,0.254385964912281,0.8,0.0,0.0,0.0,0.0,0.289473684210526,1.0,1.05263157894737,1.6,0.0,0.0,2.28947368421053,0.201754385964912,0.4,0.0,0.0,6.04,1.0,17.0,0.0,0.0,3.0,9.0,0.0,0.0,5.795783908248402,away.team,-0.56,0.2
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,True,-1.2,6.36,ata,21.17,-2.01,1.0,25.0,0.0,Provável,2017,0.0347826086956522,0.0,0.130434782608696,0.0,0.0,0.0,0.0,0.0,1.4,2.8,0.31304347826087,0.4,0.321739130434783,0.2,1.13913043478261,1.4,0.00869565217391304,0.0,0.252173913043478,0.8,0.0,0.0,0.0,0.0,0.28695652173913,1.0,1.0695652173913,1.8,0.0,0.0,2.2591304347826098,0.208695652173913,0.6,0.0,0.0,6.22,1.0,24.0,0.0,0.0,0.0,9.0,0.0,0.0,5.897042573282911,home.team,-0.73,-2.8
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,True,-1.2,5.98,ata,21.24,0.07,0.0,26.0,0.0,Provável,2017,0.0344827586206897,0.0,0.129310344827586,0.0,0.0,0.0,0.0,0.0,1.43103448275862,2.6,0.318965517241379,0.4,0.318965517241379,0.2,1.1551724137931,1.8,0.00862068965517241,0.0,0.25,0.4,0.0,0.0,0.0,0.0,0.28448275862069,0.4,1.0948275862069,2.4,0.0,0.0,2.22931034482759,0.206896551724138,0.4,0.0,0.0,3.1,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,5.987032282822231,away.team,0.3,1.4
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,21.0,2.0,0.0,True,1.4,5.76,ata,21.54,0.3,0.0,27.0,0.0,Provável,2017,0.0341880341880342,0.0,0.12820512820512805,0.0,0.0,0.0,0.0,0.0,1.43589743589744,2.8,0.33333333333333304,0.8,0.3162393162393161,0.2,1.17094017094017,2.2,0.00854700854700855,0.0,0.24786324786324804,0.4,0.0,0.0,0.0,0.0,0.290598290598291,0.6,1.1025641025641,2.6,0.0,0.0,2.22222222222222,0.20512820512820495,0.4,0.0,0.0,3.44,1.0,12.0,0.0,0.0,1.0,10.0,0.0,0.0,5.90751874967636,away.team,0.47,5.6
0.0,81905,1.0,0.0,Fluminense,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,22.0,2.0,0.0,True,5.6,5.75,ata,22.01,0.47,0.0,28.0,0.0,Provável,2017,0.0338983050847458,0.0,0.135593220338983,0.0,0.0,0.0,0.0,0.0,1.44067796610169,3.0,0.33050847457627097,0.6,0.322033898305085,0.4,1.17796610169492,2.4,0.00847457627118644,0.0,0.254237288135593,0.4,0.0,0.0,0.0,0.0,0.296610169491525,0.6,1.11016949152542,2.6,0.0,0.0,2.25084745762712,0.203389830508475,0.4,0.0,0.0,2.98,0.0,15.0,0.0,0.0,1.0,10.0,0.0,0.0,5.794288375441611,home.team,0.45,1.4
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,0.0,True,7.6,5.83,ata,22.26,0.25,0.0,29.0,0.0,Provável,2017,0.0336134453781513,0.0,0.13445378151260498,0.0,0.0,0.0,0.0,0.0,1.4621848739495802,3.6,0.33613445378151297,0.8,0.32773109243697496,0.4,1.1764705882352902,2.0,0.00840336134453781,0.0,0.260504201680672,0.4,0.0,0.0,0.0,0.0,0.294117647058824,0.4,1.11764705882353,2.6,0.0,0.0,2.29579831932773,0.201680672268908,0.2,0.0,0.0,2.44,1.0,18.0,0.0,0.0,3.0,10.0,0.0,0.0,5.72076141008442,home.team,0.0,0.0
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,True,0.3,5.6,ata,20.74,-1.52,0.0,31.0,0.0,Provável,2017,0.0330578512396694,0.0,0.13223140495867802,0.0,0.0,0.0,0.0,0.0,1.47107438016529,2.4,0.338842975206612,0.8,0.330578512396694,0.6,1.18181818181818,1.8,0.008264462809917359,0.0,0.25619834710743805,0.4,0.0,0.0,0.0,0.0,0.289256198347107,0.4,1.12396694214876,1.8,0.0,0.0,2.2603305785124,0.19834710743801695,0.0,0.0,0.0,2.98,1.0,29.0,0.0,0.0,1.0,10.0,0.0,0.0,4.34899733016448,home.team,0.99,5.9
1.0,81905,0.0,0.0,Fluminense,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,True,5.9,5.61,ata,21.73,0.99,0.0,32.0,0.0,Provável,2017,0.040983606557377,0.2,0.13114754098360698,0.0,0.0,0.0,0.0,0.0,1.45901639344262,2.0,0.336065573770492,0.4,0.327868852459016,0.6,1.1967213114754098,1.8,0.008196721311475409,0.0,0.254098360655738,0.4,0.0,0.0,0.0,0.0,0.286885245901639,0.2,1.1311475409836105,1.8,0.0,0.0,2.29016393442623,0.19672131147541005,0.0,0.0,0.0,3.88,2.0,4.0,0.0,0.0,1.0,11.0,0.0,0.0,4.2609858014314,away.team,0.28,7.1
0.0,81905,1.0,0.0,Fluminense,0.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,26.0,1.0,0.0,True,7.1,5.67,ata,22.01,0.28,0.0,33.0,0.0,Suspenso,2017,0.040650406504065005,0.2,0.13821138211382095,0.0,0.0,0.0,0.0,0.0,1.47154471544715,2.2,0.33333333333333304,0.4,0.34146341463414603,0.8,1.21951219512195,2.2,0.008130081300813009,0.0,0.260162601626016,0.4,0.0,0.0,0.0,0.0,0.292682926829268,0.2,1.13008130081301,1.6,0.0,0.0,2.3292682926829302,0.195121951219512,0.0,0.0,0.0,4.18,2.0,9.0,0.0,0.0,2.0,11.0,0.0,0.0,4.17926096603481,home.team,0.0,0.0
0.0,81905,1.0,0.0,Fluminense,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,True,-5.5,5.26,ata,19.68,-2.33,0.0,35.0,0.0,Provável,2017,0.04,0.2,0.14400000000000002,0.0,0.0,0.0,0.0,0.0,1.528,3.4,0.328,0.2,0.336,0.6,1.224,2.6,0.008,0.0,0.256,0.2,0.0,0.0,0.0,0.0,0.28800000000000003,0.2,1.112,1.2,0.0,0.0,2.248,0.192,0.0,0.0,0.0,1.56,1.0,15.0,0.0,0.0,3.0,11.0,0.0,0.0,4.25749013178213,away.team,2.92,12.7
0.0,81905,0.0,0.0,Fluminense,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,True,12.7,5.53,ata,22.6,2.92,1.0,36.0,0.0,Provável,2017,0.0396825396825397,0.2,0.14285714285714302,0.0,0.0,0.0,0.0,0.0,1.53174603174603,3.0,0.349206349206349,0.6,0.33333333333333304,0.4,1.23015873015873,2.4,0.007936507936507941,0.0,0.261904761904762,0.4,0.0,0.0,0.0,0.0,0.28571428571428603,0.2,1.1031746031746,0.6,0.0,0.0,2.33095238095238,0.198412698412698,0.2,0.0,0.0,4.04,0.0,20.0,0.0,0.0,2.0,11.0,0.0,0.0,5.214605556617981,home.team,-0.3,1.2
0.0,81905,1.0,0.0,Fluminense,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,True,-1.5,5.29,ata,20.31,-2.29,0.0,37.0,0.0,Provável,2017,0.0393700787401575,0.0,0.14960629921259802,0.0,0.0,0.0,0.0,0.0,1.51968503937008,3.0,0.346456692913386,0.6,0.330708661417323,0.4,1.22834645669291,2.0,0.0078740157480315,0.0,0.25984251968503896,0.4,0.0,0.0,0.0,0.0,0.283464566929134,0.2,1.09448818897638,0.2,0.0,0.0,2.3007874015748,0.19685039370078694,0.2,0.0,0.0,2.56,2.0,25.0,0.0,0.0,1.0,11.0,0.0,0.0,5.42152090182164,home.team,-0.58,-1.1
0.0,81905,1.0,0.0,Fluminense,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,True,-1.8,5.05,ata,20.03,-0.28,0.0,38.0,0.0,Provável,2017,0.0390625,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,1.53125,3.0,0.3515625,0.8,0.3359375,0.2,1.2265625,1.4,0.0078125,0.0,0.2578125,0.2,0.0,0.0,0.0,0.0,0.2890625,0.2,1.0859375,0.0,0.0,0.0,2.26875,0.1953125,0.2,0.0,0.0,0.78,1.0,3.0,0.357666868531761,-0.21264618391307505,1.0,12.0,1.3077934848556398,1.2697366614623602,5.56373176124722,away.team,0.0,0.0
0.0,82411,1.0,0.0,São Paulo,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,True,2.3,1.57,mei,9.51,-1.06,3.0,8.0,0.0,Provável,2017,0.116279069767442,0.0,0.18604651162790695,0.0,0.0,0.0,0.0,0.0,0.7209302325581389,0.8,0.3255813953488369,0.2,0.255813953488372,0.0,1.53488372093023,0.8,0.0465116279069767,0.0,0.162790697674419,0.0,0.0,0.0,0.0,0.0,0.162790697674419,0.0,2.97674418604651,1.2,0.0232558139534884,0.0,2.8767441860465097,0.86046511627907,0.6,0.0,0.0,0.46,2.0,18.0,0.0,0.0,1.0,6.0,0.0,0.0,1.84598663772701,home.team,0.3,3.7
0.0,82411,0.0,0.0,São Paulo,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,True,3.7,2.0,mei,9.81,0.3,3.0,9.0,0.0,Provável,2017,0.113636363636364,0.0,0.181818181818182,0.0,0.0,0.0,0.0,0.0,0.7272727272727271,1.0,0.340909090909091,0.4,0.272727272727273,0.2,1.5,0.8,0.0454545454545455,0.0,0.15909090909090898,0.0,0.0,0.0,0.0,0.0,0.181818181818182,0.2,3.06818181818182,2.6,0.0227272727272727,0.0,2.89545454545455,0.9090909090909092,1.2,0.0,0.0,1.2,0.0,21.0,0.0,0.0,1.0,6.0,0.0,0.0,1.3808210118138702,away.team,0.47,5.2
0.0,82411,0.0,0.0,São Paulo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,True,5.2,2.53,mei,10.28,0.47,3.0,10.0,0.0,Provável,2017,0.111111111111111,0.0,0.17777777777777806,0.0,0.0,0.0,0.0,0.0,0.7111111111111109,1.0,0.33333333333333304,0.4,0.266666666666667,0.2,1.5111111111111102,1.2,0.0444444444444444,0.0,0.155555555555556,0.0,0.0,0.0,0.0,0.0,0.17777777777777806,0.2,3.06666666666667,3.2,0.0222222222222222,0.0,2.94666666666667,0.955555555555556,1.8,0.0,0.0,2.24,1.0,25.0,0.0,0.0,1.0,6.0,0.0,0.0,1.85879291775903,home.team,-1.18,-1.2
0.0,82411,0.0,0.0,São Paulo,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,True,4.0,2.25,mei,9.83,0.73,1.0,13.0,0.0,Provável,2017,0.104166666666667,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.708333333333333,0.6,0.3125,0.2,0.25,0.2,1.4583333333333302,0.8,0.0625,0.2,0.145833333333333,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.2,3.0208333333333304,3.4,0.0208333333333333,0.0,2.82083333333333,0.9375,1.6,0.0,0.0,2.34,2.0,13.0,0.0,0.0,2.0,7.0,0.0,0.0,2.20756275863979,home.team,-0.43,1.3
0.0,82411,0.0,0.0,São Paulo,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,True,1.3,2.14,mei,9.4,-0.43,1.0,14.0,0.0,Provável,2017,0.102040816326531,0.0,0.18367346938775506,0.0,0.0,0.0,0.0,0.0,0.6938775510204079,0.4,0.326530612244898,0.2,0.244897959183673,0.0,1.4693877551020402,1.2,0.0612244897959184,0.2,0.14285714285714302,0.0,0.0,0.0,0.0,0.0,0.163265306122449,0.0,3.12244897959184,3.6,0.0204081632653061,0.0,2.78979591836735,0.938775510204082,1.2,0.0,0.0,1.86,0.0,16.0,0.0,0.0,2.0,7.0,0.0,0.0,2.15357583773799,away.team,1.78,11.5
