A,AtletaID,CA,CV,ClubeID,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,Jogos,PE,PP,Participou,Pontos,PontosMedia,Posicao,Preco,PrecoVariacao,RB,Rodada,SG,Status,ano,avg.A,avg.A.l05,avg.CA,avg.CV.l05,avg.DD,avg.DD.l05,avg.DP,avg.DP.l05,avg.FC,avg.FC.l05,avg.FD,avg.FD.l05,avg.FF,avg.FF.l05,avg.FS,avg.FS.l05,avg.FT,avg.FT.l05,avg.G,avg.G.l05,avg.GC,avg.GC.l05,avg.GS,avg.GS.l05,avg.I,avg.I.l05,avg.PE,avg.PE.l05,avg.PP,avg.PP.l05,avg.Points,avg.RB,avg.RB.l05,avg.SG,avg.SG.l05,avg.last05,away.score.x,dia,home.attack,home.defend,home.score.x,mes,pred.away.score,pred.home.score,risk_points,variable,Target_varPreco,Target_Pontos
0.0,40179,0.0,0.0,Coritiba,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,True,0.2,2.84,ata,10.07,-0.34,0.0,35.0,0.0,Nulo,2017,0.0260869565217391,0.0,0.0956521739130435,0.0,0.0,0.0,0.0,0.0,1.15652173913043,0.8,0.321739130434783,0.4,0.260869565217391,0.4,1.5913043478260902,1.0,0.0,0.0,0.121739130434783,0.0,0.0,0.0,0.0,0.0,0.208695652173913,0.4,1.17391304347826,1.2,0.0173913043478261,0.0,1.42,0.2782608695652169,0.2,0.0,0.0,0.56,0.0,16.0,0.0,0.0,1.0,11.0,0.0,0.0,0.749518363869611,home.team,0.31,7.9
0.0,40179,1.0,0.0,Coritiba,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,True,-2.9,2.46,ata,9.46,-0.61,0.0,36.0,0.0,Suspenso,2017,0.0258620689655172,0.0,0.103448275862069,0.0,0.0,0.0,0.0,0.0,1.1551724137931,1.0,0.318965517241379,0.4,0.258620689655172,0.4,1.58620689655172,1.2,0.0,0.0,0.120689655172414,0.0,0.0,0.0,0.0,0.0,0.206896551724138,0.4,1.18965517241379,1.8,0.0172413793103448,0.0,1.3827586206896498,0.27586206896551696,0.2,0.0,0.0,-0.0199999999999999,0.0,19.0,0.0,0.0,3.0,11.0,0.0,0.0,1.2582615873586205,away.team,-0.84,1.1
0.0,41218,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,True,-2.0,-0.33,gol,0.76,-0.36,0.0,4.0,0.0,Provável,2017,0.0,0.0,0.00833333333333333,0.0,0.85,1.0,0.0166666666666667,0.0,0.00833333333333333,0.0,0.0,0.0,0.0,0.0,0.0916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1.8,0.0,0.0,0.3,0.0,0.0,0.0,1.76333333333333,0.0166666666666667,0.2,0.175,0.0,-0.26,0.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,5.1133376792680405,away.team,0.83,6.0
0.0,41218,0.0,0.0,Sport,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,True,20.0,3.74,gol,6.05,5.29,0.0,5.0,1.0,Provável,2017,0.0,0.0,0.008264462809917359,0.0,0.884297520661157,2.0,0.0165289256198347,0.0,0.008264462809917359,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84297520661157,1.8,0.0,0.0,0.297520661157025,0.0,0.0,0.0,1.91404958677686,0.0165289256198347,0.2,0.181818181818182,0.2,3.74,0.0,7.0,0.0,0.0,2.0,6.0,0.0,0.0,7.577459263426548,home.team,-1.71,-1.9
0.0,41218,0.0,0.0,Sport,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,True,2.0,3.45,gol,3.92,-2.13,0.0,6.0,0.0,Provável,2017,0.0,0.0,0.008196721311475409,0.0,0.8934426229508199,2.4,0.0163934426229508,0.0,0.008196721311475409,0.0,0.0,0.0,0.0,0.0,0.0901639344262295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852459016393443,2.2,0.0,0.0,0.29508196721311497,0.0,0.0,0.0,1.91475409836066,0.0163934426229508,0.2,0.18032786885245894,0.2,5.74,1.0,10.0,0.0,0.0,2.0,6.0,0.0,0.0,7.50526481877888,away.team,-1.57,-5.3
0.0,41218,0.0,0.0,Sport,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,True,8.0,4.1,gol,5.48,1.56,0.0,7.0,1.0,Provável,2017,0.0,0.0,0.008130081300813009,0.0,0.8943089430894309,2.6,0.016260162601626,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0894308943089431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845528455284553,1.4,0.0,0.0,0.292682926829268,0.0,0.0,0.0,1.96422764227642,0.016260162601626,0.2,0.18699186991869896,0.4,5.94,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,7.640833287890349,home.team,1.97,8.0
0.0,41218,0.0,0.0,Sport,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,0.0,True,2.7,3.92,gol,4.94,-0.54,0.0,8.0,0.0,Provável,2017,0.0,0.0,0.00806451612903226,0.0,0.9112903225806452,2.2,0.0161290322580645,0.0,0.00806451612903226,0.0,0.0,0.0,0.0,0.0,0.0887096774193548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8629032258064521,1.2,0.0,0.0,0.298387096774194,0.2,0.0,0.0,1.97016129032258,0.0161290322580645,0.0,0.185483870967742,0.4,6.14,3.0,18.0,0.0,0.0,1.0,6.0,0.0,0.0,7.482899022289269,home.team,-0.14,7.0
0.0,41218,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,True,-4.0,3.04,gol,3.6,-1.34,0.0,9.0,0.0,Provável,2017,0.0,0.0,0.008,0.0,0.904,2.2,0.016,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.08800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872,1.4,0.0,0.0,0.29600000000000004,0.2,0.0,0.0,1.9224,0.016,0.0,0.184,0.4,5.74,2.0,21.0,0.0,0.0,2.0,6.0,0.0,0.0,7.717973251515652,away.team,-0.09,4.7
0.0,41218,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,True,5.0,3.24,gol,5.21,1.61,0.0,10.0,1.0,Provável,2017,0.0,0.0,0.007936507936507941,0.0,0.896825396825397,1.2,0.0158730158730159,0.0,0.007936507936507941,0.0,0.0,0.0,0.0,0.0,0.0873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8650793650793649,1.4,0.0,0.0,0.293650793650794,0.2,0.0,0.0,1.9468253968254,0.0158730158730159,0.0,0.19047619047619,0.4,2.74,1.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,7.68262108050805,away.team,0.31,5.5
0.0,41218,0.0,0.0,Sport,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,True,12.8,4.43,gol,7.6,1.48,0.0,12.0,1.0,Provável,2017,0.0,0.0,0.0078125,0.0,0.9140625,1.4,0.015625,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8515625,1.0,0.0,0.0,0.3203125,1.0,0.0,0.0,2.07890625,0.015625,0.0,0.203125,0.6,4.9,3.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,7.127848358531638,away.team,-0.91,-3.3
0.0,41218,0.0,0.0,Sport,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,True,4.0,4.44,gol,6.46,-0.22,0.0,17.0,0.0,Provável,2017,0.0,0.0,0.0075187969924812,0.0,0.8947368421052628,0.4,0.0150375939849624,0.0,0.0075187969924812,0.0,0.0,0.0,0.0,0.0,0.0827067669172932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8270676691729321,0.2,0.0,0.0,0.30827067669172903,0.0,0.0,0.0,2.06842105263158,0.0150375939849624,0.0,0.203007518796992,0.2,1.8,3.0,30.0,0.0,0.0,1.0,7.0,0.0,0.0,4.7715010449775885,away.team,2.28,8.5
0.0,41218,0.0,0.0,Sport,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,True,-1.0,4.08,gol,5.73,-0.73,0.0,18.0,0.0,Provável,2017,0.0,0.0,0.00746268656716418,0.0,0.8955223880597021,0.6,0.0149253731343284,0.0,0.00746268656716418,0.0,0.0,0.0,0.0,0.0,0.082089552238806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8358208955223879,0.6,0.0,0.0,0.30597014925373106,0.0,0.0,0.0,2.0455223880597,0.0149253731343284,0.0,0.20149253731343306,0.0,0.6,2.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,4.9669574858928085,home.team,-1.2,2.0
0.0,41218,0.0,0.0,Sport,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,True,-3.0,3.64,gol,5.17,-0.56,0.0,19.0,0.0,Provável,2017,0.0,0.0,0.007407407407407409,0.0,0.8962962962962959,0.8,0.0148148148148148,0.0,0.007407407407407409,0.0,0.0,0.0,0.0,0.0,0.0814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8518518518518521,1.2,0.0,0.0,0.303703703703704,0.0,0.0,0.0,2.00814814814815,0.0148148148148148,0.0,0.2,0.0,0.0,1.0,5.0,0.0,0.0,3.0,8.0,0.0,0.0,4.818667404537849,away.team,0.32,3.4
0.0,41218,0.0,0.0,Sport,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,True,7.7,3.88,gol,7.05,1.88,0.0,20.0,1.0,Provável,2017,0.0,0.0,0.007352941176470591,0.0,0.897058823529412,1.0,0.0147058823529412,0.0,0.007352941176470591,0.0,0.0,0.0,0.0,0.0,0.0808823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845588235294118,1.2,0.0,0.0,0.308823529411765,0.2,0.0,0.0,2.05,0.0147058823529412,0.0,0.20588235294117604,0.2,1.54,0.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,5.01004546442001,home.team,-1.91,-6.3
0.0,41218,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,1.0,0.0,True,-2.3,3.3,gol,5.27,-0.29,0.0,23.0,0.0,Provável,2017,0.0,0.0,0.00719424460431655,0.0,0.8848920863309351,0.6,0.0143884892086331,0.0,0.00719424460431655,0.0,0.0,0.0,0.0,0.0,0.079136690647482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848920863309353,1.2,0.0,0.0,0.30935251798561203,0.4,0.0,0.0,1.98201438848921,0.0143884892086331,0.0,0.201438848920863,0.2,0.28,1.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,3.1560171806320096,home.team,-0.25,-6.0
0.0,41218,0.0,0.0,Sport,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,True,-0.5,3.11,gol,5.48,0.21,0.0,24.0,0.0,Provável,2017,0.0,0.0,0.007142857142857141,0.0,0.8857142857142858,0.6,0.0142857142857143,0.0,0.007142857142857141,0.0,0.0,0.0,0.0,0.0,0.0857142857142857,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.857142857142857,1.0,0.0,0.0,0.307142857142857,0.4,0.0,0.0,1.9642857142857095,0.0142857142857143,0.0,0.2,0.2,0.78,0.0,17.0,0.0,0.0,2.0,9.0,0.0,0.0,3.16770158527178,away.team,2.93,14.5
0.0,41218,0.0,0.0,Sport,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,True,1.0,3.01,gol,5.69,0.21,0.0,25.0,0.0,Provável,2017,0.0,0.0,0.00709219858156028,0.0,0.8865248226950351,0.6,0.0141843971631206,0.0,0.00709219858156028,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.858156028368794,1.2,0.0,0.0,0.304964539007092,0.2,0.0,0.0,1.95744680851064,0.0141843971631206,0.0,0.198581560283688,0.0,-0.56,1.0,25.0,0.0,0.0,1.0,9.0,0.0,0.0,3.16980546195925,home.team,-2.49,-0.6
0.0,41218,0.0,0.0,Sport,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,True,2.7,3.04,gol,6.14,-0.16,1.0,27.0,0.0,Provável,2017,0.0,0.0,0.0069930069930069895,0.0,0.8951048951048951,1.0,0.013986013986014,0.0,0.0069930069930069895,0.0,0.0,0.0,0.0,0.0,0.0839160839160839,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8601398601398599,1.2,0.0,0.0,0.300699300699301,0.2,0.0,0.0,1.97692307692308,0.020979020979021,0.2,0.195804195804196,0.0,0.98,2.0,12.0,0.0,0.0,1.0,10.0,0.0,0.0,3.23769465309295,away.team,-1.11,-4.0
0.0,41218,0.0,0.0,Sport,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,1.0,0.0,True,0.7,2.87,gol,5.72,-0.1,0.0,29.0,0.0,Provável,2017,0.0,0.0,0.00689655172413793,0.0,0.8965517241379308,1.2,0.0137931034482759,0.0,0.00689655172413793,0.0,0.0,0.0,0.0,0.0,0.0827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8620689655172409,1.0,0.0,0.0,0.30344827586206896,0.2,0.0,0.0,1.9613793103448305,0.0206896551724138,0.2,0.193103448275862,0.0,1.88,1.0,19.0,0.0,0.0,1.0,10.0,0.0,0.0,2.86591075304945,home.team,0.91,4.0
0.0,41218,0.0,0.0,Sport,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,1.0,0.0,True,4.7,2.94,gol,6.43,0.71,0.0,30.0,0.0,Provável,2017,0.0,0.0,0.00684931506849315,0.0,0.9109589041095892,1.6,0.0136986301369863,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8698630136986301,1.2,0.0,0.0,0.308219178082192,0.4,0.0,0.0,1.9801369863013705,0.0205479452054795,0.2,0.191780821917808,0.0,2.62,1.0,22.0,0.0,0.0,2.0,10.0,0.0,0.0,2.20607746413805,away.team,-0.82,0.0
0.0,41218,0.0,0.0,Sport,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,27.0,1.0,0.0,True,4.2,2.99,gol,6.36,-0.07,0.0,31.0,0.0,Provável,2017,0.0,0.0,0.00680272108843537,0.0,0.931972789115646,2.0,0.0136054421768707,0.0,0.00680272108843537,0.0,0.0,0.0,0.0,0.0,0.0884353741496599,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8911564625850341,1.8,0.0,0.0,0.3129251700680269,0.6,0.0,0.0,1.99523809523809,0.0204081632653061,0.2,0.19047619047619,0.0,2.66,4.0,29.0,0.0,0.0,3.0,10.0,0.0,0.0,2.28582589013249,home.team,-2.04,2.0
0.0,41218,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,1.0,0.0,True,-4.3,2.6,gol,4.9,-0.68,0.0,34.0,0.0,Provável,2017,0.0,0.0,0.006666666666666671,0.0,0.926666666666667,1.8,0.0133333333333333,0.0,0.006666666666666671,0.0,0.0,0.0,0.0,0.0,0.0866666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9066666666666672,2.2,0.0,0.0,0.313333333333333,0.6,0.0,0.0,1.938,0.0266666666666667,0.2,0.18666666666666695,0.0,1.26,0.0,12.0,0.0,0.0,2.0,11.0,0.0,0.0,2.741471624268009,away.team,-1.38,5.0
0.0,41218,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,31.0,0.0,0.0,True,-10.0,2.19,gol,3.8,-1.1,0.0,35.0,0.0,Provável,2017,0.0,0.0,0.00662251655629139,0.0,0.920529801324503,1.2,0.0132450331125828,0.0,0.00662251655629139,0.0,0.0,0.0,0.0,0.0,0.0860927152317881,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.933774834437086,2.8,0.0,0.0,0.311258278145695,0.4,0.0,0.0,1.85894039735099,0.0264900662251656,0.2,0.185430463576159,0.0,-1.68,1.0,16.0,0.0,0.0,5.0,11.0,0.0,0.0,4.58355757027224,away.team,-1.13,-1.6
0.0,41218,0.0,0.0,Sport,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,1.0,0.0,True,3.7,2.32,gol,6.04,-0.14,0.0,37.0,0.0,Provável,2017,0.0,0.0,0.0065359477124183,0.0,0.92156862745098,0.6,0.0130718954248366,0.0,0.0065359477124183,0.0,0.0,0.0,0.0,0.0,0.0849673202614379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928104575163399,2.0,0.0,0.0,0.313725490196078,0.4,0.0,0.0,1.89150326797386,0.0261437908496732,0.0,0.18954248366013104,0.2,-1.32,2.0,25.0,0.0,0.0,1.0,11.0,0.0,0.0,4.73991326690455,away.team,1.82,7.7
0.0,42116,0.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,True,-4.0,-0.98,ata,4.03,-1.68,0.0,4.0,0.0,Provável,2017,0.0916666666666667,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.891666666666667,1.6,0.4416666666666671,0.2,0.5083333333333329,0.0,1.125,0.6,0.0333333333333333,0.0,0.141666666666667,0.0,0.0,0.0,0.0,0.0,0.35,0.4,1.3666666666666698,1.8,0.025,0.2,2.5,0.625,0.8,0.0,0.0,-0.78,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,4.5517395941918,home.team,0.5,1.2
0.0,42116,0.0,0.0,Palmeiras,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,True,1.2,-0.54,ata,4.53,0.5,1.0,5.0,0.0,Provável,2017,0.0909090909090909,0.0,0.12396694214876,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,2.2,0.43801652892562,0.2,0.504132231404959,0.0,1.13223140495868,1.0,0.0330578512396694,0.0,0.140495867768595,0.0,0.0,0.0,0.0,0.0,0.347107438016529,0.4,1.35537190082645,1.8,0.0247933884297521,0.2,2.48925619834711,0.628099173553719,1.0,0.0,0.0,-0.54,0.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,2.02912132050632,away.team,1.32,6.6
1.0,42116,0.0,0.0,Palmeiras,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,True,6.6,0.65,ata,5.85,1.32,1.0,6.0,0.0,Provável,2017,0.0983606557377049,0.2,0.122950819672131,0.0,0.0,0.0,0.0,0.0,0.918032786885246,2.6,0.4344262295081969,0.2,0.5,0.0,1.14754098360656,1.6,0.0327868852459016,0.0,0.139344262295082,0.0,0.0,0.0,0.0,0.0,0.344262295081967,0.4,1.3606557377049198,2.2,0.0245901639344262,0.2,2.522950819672129,0.631147540983607,1.2,0.0,0.0,0.44,1.0,10.0,0.0,0.0,3.0,6.0,0.0,0.0,2.89436233622077,home.team,-0.99,0.3
0.0,42116,1.0,0.0,Palmeiras,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,True,0.3,0.6,ata,4.86,-0.99,1.0,7.0,0.0,Provável,2017,0.0975609756097561,0.2,0.130081300813008,0.0,0.0,0.0,0.0,0.0,0.9268292682926828,2.8,0.447154471544715,0.6,0.504065040650406,0.2,1.13821138211382,1.6,0.032520325203252,0.0,0.13821138211382095,0.0,0.0,0.0,0.0,0.0,0.349593495934959,0.6,1.36585365853659,1.8,0.024390243902439,0.2,2.50487804878049,0.634146341463415,1.0,0.0,0.0,1.04,0.0,14.0,0.0,0.0,1.0,6.0,0.0,0.0,2.80968562891533,away.team,1.88,8.9
0.0,42116,0.0,0.0,Palmeiras,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,True,1.2,1.59,ata,5.69,-1.05,0.0,10.0,0.0,Provável,2017,0.0952380952380952,0.2,0.134920634920635,0.0,0.0,0.0,0.0,0.0,0.9365079365079372,1.6,0.444444444444444,0.6,0.5,0.4,1.15873015873016,1.8,0.0317460317460317,0.0,0.14285714285714302,0.2,0.0,0.0,0.0,0.0,0.3412698412698409,0.2,1.34126984126984,1.0,0.0238095238095238,0.0,2.5253968253968195,0.6269841269841271,0.6,0.0,0.0,3.4,2.0,25.0,0.0,0.0,1.0,6.0,0.0,0.0,3.83957462921784,away.team,-0.17,0.5
0.0,42116,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,True,0.5,1.48,ata,5.52,-0.17,0.0,11.0,0.0,Provável,2017,0.094488188976378,0.0,0.133858267716535,0.0,0.0,0.0,0.0,0.0,0.9291338582677172,1.2,0.440944881889764,0.6,0.496062992125984,0.4,1.15748031496063,1.4,0.031496062992126,0.0,0.14173228346456698,0.2,0.0,0.0,0.0,0.0,0.33858267716535395,0.2,1.33070866141732,0.6,0.0236220472440945,0.0,2.5094488188976403,0.622047244094488,0.4,0.0,0.0,2.18,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,3.84893924781015,home.team,1.04,5.6
0.0,42116,1.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,2.0,0.0,True,5.6,1.85,ata,6.56,1.04,0.0,12.0,0.0,Provável,2017,0.09375,0.0,0.140625,0.0,0.0,0.0,0.0,0.0,0.9296875,1.0,0.4375,0.2,0.5,0.4,1.15625,1.6,0.03125,0.0,0.1484375,0.4,0.0,0.0,0.0,0.0,0.34375,0.2,1.3359375,0.6,0.0234375,0.0,2.53359375,0.6171875,0.2,0.0,0.0,3.24,1.0,9.0,0.0,0.0,3.0,7.0,0.0,0.0,3.78247420494986,away.team,-0.16,3.6
0.0,42116,0.0,0.0,Palmeiras,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,0.0,True,3.6,2.0,ata,6.4,-0.16,2.0,13.0,0.0,Provável,2017,0.0930232558139535,0.0,0.13953488372093,0.0,0.0,0.0,0.0,0.0,0.9379844961240308,1.0,0.44186046511627897,0.2,0.511627906976744,0.8,1.15503875968992,1.2,0.0310077519379845,0.0,0.147286821705426,0.2,0.0,0.0,0.0,0.0,0.348837209302326,0.4,1.35658914728682,1.2,0.0232558139534884,0.0,2.5418604651162795,0.627906976744186,0.4,0.0,0.0,2.18,2.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,3.7887113024527697,home.team,0.6,5.9
0.0,42116,0.0,0.0,Palmeiras,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,True,5.9,2.3,ata,7.0,0.6,1.0,14.0,0.0,Provável,2017,0.0923076923076923,0.0,0.138461538461538,0.0,0.0,0.0,0.0,0.0,0.938461538461538,1.2,0.446153846153846,0.4,0.515384615384615,1.0,1.16153846153846,1.6,0.0384615384615385,0.2,0.14615384615384602,0.2,0.0,0.0,0.0,0.0,0.34615384615384603,0.4,1.38461538461538,2.2,0.0230769230769231,0.0,2.56769230769231,0.630769230769231,0.6,0.0,0.0,3.36,2.0,16.0,0.0,0.0,4.0,7.0,0.0,0.0,3.1776301442007595,home.team,0.65,8.7
0.0,42116,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,True,2.2,2.72,ata,6.61,-1.04,1.0,21.0,0.0,Dúvida,2017,0.0875912408759124,0.0,0.131386861313869,0.0,0.0,0.0,0.0,0.0,0.89051094890511,0.0,0.423357664233577,0.0,0.489051094890511,0.0,1.12408759124088,0.2,0.0364963503649635,0.0,0.145985401459854,0.0,0.0,0.0,0.0,0.0,0.328467153284672,0.0,1.32116788321168,0.0,0.0218978102189781,0.0,2.51605839416058,0.605839416058394,0.2,0.0,0.0,0.44,2.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,3.1982634176829303,home.team,3.91,22.6
1.0,42116,0.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,True,22.6,3.96,ata,10.52,3.91,1.0,22.0,0.0,Provável,2017,0.0942028985507246,0.2,0.130434782608696,0.0,0.0,0.0,0.0,0.0,0.891304347826087,0.2,0.420289855072464,0.0,0.492753623188406,0.2,1.11594202898551,0.2,0.036231884057971,0.0,0.159420289855072,0.4,0.0,0.0,0.0,0.0,0.326086956521739,0.0,1.31884057971015,0.2,0.0217391304347826,0.0,2.661594202898549,0.608695652173913,0.4,0.0,0.0,4.96,2.0,27.0,0.0,0.0,4.0,8.0,0.0,0.0,7.10367666931866,home.team,-3.15,1.8
1.0,42116,0.0,1.0,Palmeiras,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,True,1.8,3.83,ata,7.37,-3.15,2.0,23.0,0.0,Suspenso,2017,0.100719424460432,0.4,0.129496402877698,0.2,0.0,0.0,0.0,0.0,0.906474820143885,0.8,0.41726618705036,0.0,0.489208633093525,0.2,1.12230215827338,0.6,0.0359712230215827,0.0,0.158273381294964,0.4,0.0,0.0,0.0,0.0,0.33093525179856104,0.2,1.32374100719424,0.6,0.0215827338129496,0.0,2.65539568345324,0.6187050359712231,0.8,0.0,0.0,5.32,1.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,7.14606340737488,away.team,0.0,0.0
0.0,42116,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,True,2.9,3.78,ata,7.51,0.14,1.0,25.0,0.0,Provável,2017,0.099290780141844,0.4,0.127659574468085,0.2,0.0,0.0,0.0,0.0,0.8936170212765959,0.8,0.411347517730496,0.0,0.482269503546099,0.2,1.1276595744680902,1.2,0.0354609929078014,0.0,0.156028368794326,0.4,0.0,0.0,0.0,0.0,0.32624113475177297,0.2,1.3120567375886498,0.8,0.0212765957446809,0.0,2.6382978723404302,0.617021276595745,1.0,0.0,0.0,5.9,1.0,24.0,0.0,0.0,0.0,9.0,0.0,0.0,6.993846501667651,away.team,-0.06,1.9
