,Unnamed: 0,AtletaID,Rodada,Prev_Pontos,A,CA,CV,ClubeID,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,Jogos,PE,PP,Participou,Pontos,PontosMedia,Posicao,Preco,PrecoVariacao,RB,SG,Status,ano,avg.A,avg.A.l05,avg.CA,avg.CV.l05,avg.DD,avg.DD.l05,avg.DP,avg.DP.l05,avg.FC,avg.FC.l05,avg.FD,avg.FD.l05,avg.FF,avg.FF.l05,avg.FS,avg.FS.l05,avg.FT,avg.FT.l05,avg.G,avg.G.l05,avg.GC,avg.GC.l05,avg.GS,avg.GS.l05,avg.I,avg.I.l05,avg.PE,avg.PE.l05,avg.PP,avg.PP.l05,avg.Points,avg.RB,avg.RB.l05,avg.SG,avg.SG.l05,avg.last05,away.score.x,dia,home.attack,home.defend,home.score.x,mes,pred.away.score,pred.home.score,risk_points,variable,Target_varPreco,Target_Pontos,Prev_Preco
0,0,36540,4.0,0.2258093,0.0,1.0,0.0,Flamengo,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,7.5,7.5,zag,6.11,1.11,2.0,1.0,Provável,2017,0.00833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.375,0.4,0.0666666666666667,0.2,0.175,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00833333333333333,0.0,0.5333333333333329,0.2,0.0,0.0,1.24166666666667,0.375,0.4,0.166666666666667,0.2,1.5,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.77330528831974,home.team,-0.47,2.6,0.08219102
1,1,36540,5.0,0.21513641,0.0,1.0,0.0,Flamengo,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,True,2.6,5.05,zag,5.64,-0.47,2.0,0.0,Provável,2017,0.008264462809917359,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.371900826446281,0.4,0.0743801652892562,0.4,0.17355371900826402,0.4,0.20661157024793397,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917359,0.0,0.537190082644628,0.4,0.0,0.0,1.25289256198347,0.388429752066116,0.8,0.165289256198347,0.2,2.02,0.0,7.0,0.0,0.0,2.0,6.0,0.0,0.0,2.6886799735186,away.team,2.12,10.4,0.27185047
2,2,36540,8.0,0.21513641,0.0,0.0,0.0,Flamengo,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,True,0.2,5.17,zag,6.25,-1.51,0.0,0.0,Dúvida,2017,0.0161290322580645,0.2,0.0887096774193548,0.0,0.0,0.0,0.0,0.0,0.37096774193548404,0.6,0.0725806451612903,0.4,0.17741935483871,0.6,0.22580645161290305,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00806451612903226,0.0,0.5564516129032261,1.2,0.0,0.0,1.30806451612903,0.403225806451613,1.4,0.161290322580645,0.2,4.14,2.0,18.0,0.0,0.0,2.0,6.0,0.0,0.0,3.71070523395935,away.team,-0.33,-0.8,0.3217728
3,3,36540,9.0,0.1824109,0.0,1.0,0.0,Flamengo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,True,-0.8,3.98,zag,5.92,-0.33,1.0,0.0,Suspenso,2017,0.016,0.2,0.096,0.0,0.0,0.0,0.0,0.0,0.376,0.4,0.07200000000000001,0.2,0.17600000000000002,0.2,0.22399999999999998,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.552,1.0,0.0,0.0,1.2912,0.408,1.2,0.16,0.0,2.48,1.0,22.0,0.0,0.0,5.0,6.0,0.0,0.0,3.83331884055231,home.team,0.0,0.0,0.37136698
4,4,36540,16.0,0.17623654,0.0,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,True,4.0,3.98,zag,6.29,0.37,1.0,0.0,Dúvida,2017,0.0151515151515152,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.356060606060606,0.0,0.0681818181818182,0.0,0.166666666666667,0.0,0.212121212121212,0.0,0.0075757575757575794,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0075757575757575794,0.0,0.553030303030303,0.8,0.0,0.0,1.2530303030303,0.393939393939394,0.2,0.15151515151515196,0.0,0.8,1.0,22.0,0.0,0.0,2.0,7.0,0.0,0.0,1.31335025369811,home.team,0.31,4.4,0.12084994
5,5,36540,17.0,0.26779744,1.0,0.0,0.0,Flamengo,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,True,5.9,4.25,zag,6.68,0.39,0.0,0.0,Provável,2017,0.0225563909774436,0.2,0.0902255639097744,0.0,0.0,0.0,0.0,0.0,0.360902255639098,0.2,0.075187969924812,0.2,0.17293233082706794,0.2,0.21052631578947398,0.0,0.0075187969924812,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0075187969924812,0.0,0.556390977443609,1.0,0.0,0.0,1.28796992481203,0.3909774436090229,0.2,0.150375939849624,0.0,1.98,1.0,30.0,0.0,0.0,1.0,7.0,0.0,0.0,2.18176788662569,away.team,-0.03,4.1,0.026578814
6,6,36540,35.0,0.21345833,0.0,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,True,0.5,4.02,zag,6.12,-1.44,0.0,0.0,Provável,2017,0.0198675496688742,0.0,0.0927152317880795,0.0,0.0,0.0,0.0,0.0,0.350993377483444,0.2,0.0662251655629139,0.0,0.165562913907285,0.2,0.20529801324503305,0.2,0.00662251655629139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00662251655629139,0.0,0.509933774834437,0.0,0.0,0.0,1.28344370860927,0.4105960264900661,0.8,0.145695364238411,0.2,2.1,0.0,16.0,0.0,0.0,1.0,11.0,0.0,0.0,3.2554228262666203,away.team,0.0,0.0,0.3217728
7,7,36612,6.0,0.19799349,0.0,1.0,0.0,Palmeiras,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,True,0.6,2.85,lat,7.75,-1.52,2.0,0.0,Dúvida,2017,0.0901639344262295,0.0,0.10655737704917999,0.0,0.0,0.0,0.0,0.0,0.565573770491803,1.0,0.10655737704917999,0.0,0.188524590163934,0.0,0.795081967213115,0.4,0.0,0.0,0.0245901639344262,0.0,0.0,0.0,0.0,0.0,0.0819672131147541,0.0,1.23770491803279,0.6,0.0,0.0,2.52950819672131,1.09016393442623,0.6,0.0573770491803279,0.2,0.12,1.0,10.0,0.0,0.0,3.0,6.0,0.0,0.0,2.14592637338749,home.team,-0.62,0.1,0.3027483
8,8,36612,7.0,0.16827354,0.0,0.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,True,-0.4,1.77,lat,7.28,-0.47,0.0,0.0,Dúvida,2017,0.0894308943089431,0.0,0.105691056910569,0.0,0.0,0.0,0.0,0.0,0.569105691056911,0.8,0.105691056910569,0.0,0.18699186991869896,0.0,0.804878048780488,0.8,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0813008130081301,0.0,1.2520325203252,0.8,0.0,0.0,2.50569105691057,1.08130081300813,0.4,0.0569105691056911,0.0,0.04,0.0,14.0,0.0,0.0,1.0,6.0,0.0,0.0,2.15313724597388,away.team,0.66,4.0,0.44364446
9,9,36612,11.0,0.13274649,0.0,0.0,0.0,Palmeiras,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,True,3.6,2.23,lat,7.56,0.28,1.0,1.0,Nulo,2017,0.0866141732283465,0.0,0.102362204724409,0.0,0.0,0.0,0.0,0.0,0.590551181102362,1.2,0.102362204724409,0.0,0.181102362204724,0.0,0.779527559055118,0.4,0.0,0.0,0.0236220472440945,0.0,0.0,0.0,0.0,0.0,0.078740157480315,0.0,1.2283464566929099,1.0,0.0,0.0,2.4551181102362203,1.05511811023622,0.2,0.062992125984252,0.2,0.64,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.15643129209363,home.team,0.57,5.2,0.17837492
10,10,36612,12.0,0.16678348,0.0,0.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,True,-0.8,1.62,lat,6.79,-0.77,0.0,0.0,Nulo,2017,0.0859375,0.0,0.1015625,0.0,0.0,0.0,0.0,0.0,0.59375,1.2,0.1015625,0.0,0.1796875,0.0,0.7734375,0.0,0.0,0.0,0.0234375,0.0,0.0,0.0,0.0,0.0,0.078125,0.0,1.2265625,0.6,0.0,0.0,2.4296875,1.046875,0.2,0.0625,0.2,0.56,1.0,9.0,0.0,0.0,3.0,7.0,0.0,0.0,1.21197726417986,away.team,-0.31,2.7,0.4193801
11,11,36612,13.0,0.13274649,0.0,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,True,0.0,1.35,lat,6.8,0.01,0.0,0.0,Nulo,2017,0.0852713178294574,0.0,0.10077519379844999,0.0,0.0,0.0,0.0,0.0,0.5891472868217049,1.2,0.10077519379844999,0.0,0.17829457364341106,0.0,0.7674418604651159,0.0,0.0,0.0,0.0232558139534884,0.0,0.0,0.0,0.0,0.0,0.0775193798449612,0.0,1.2170542635658899,0.6,0.0,0.0,2.41085271317829,1.03875968992248,0.2,0.06201550387596901,0.2,0.56,2.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,1.21197726417986,home.team,0.03,2.5,0.32130313
12,12,36612,15.0,0.17665008,1.0,0.0,0.0,Palmeiras,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,True,3.4,1.44,lat,7.18,0.46,0.0,0.0,Dúvida,2017,0.0916030534351145,0.2,0.09923664122137403,0.0,0.0,0.0,0.0,0.0,0.595419847328244,1.6,0.09923664122137403,0.0,0.175572519083969,0.0,0.7557251908396949,0.0,0.0,0.0,0.0229007633587786,0.0,0.0,0.0,0.0,0.0,0.0763358778625954,0.0,1.21374045801527,1.0,0.0,0.0,2.4,1.02290076335878,0.2,0.0610687022900763,0.2,1.24,2.0,19.0,0.0,0.0,2.0,7.0,0.0,0.0,1.5486194568783602,away.team,-0.97,1.7,0.22889441
13,13,36612,18.0,0.15325633,1.0,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,True,4.7,2.07,lat,7.7,0.16,0.0,0.0,Provável,2017,0.0970149253731343,0.4,0.0970149253731343,0.0,0.0,0.0,0.0,0.0,0.58955223880597,0.6,0.0970149253731343,0.0,0.171641791044776,0.0,0.7388059701492541,0.0,0.0,0.0,0.0223880597014925,0.0,0.0,0.0,0.0,0.0,0.0746268656716418,0.0,1.1940298507462699,0.6,0.0,0.0,2.4149253731343303,1.0,0.0,0.0671641791044776,0.2,2.52,2.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,2.20564931230894,away.team,-0.86,-1.0,0.14458132
14,14,36612,19.0,0.11921936,0.0,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,True,2.7,2.13,lat,7.33,-0.37,1.0,0.0,Nulo,2017,0.0962962962962963,0.4,0.0962962962962963,0.0,0.0,0.0,0.0,0.0,0.585185185185185,0.6,0.0962962962962963,0.0,0.17037037037037,0.0,0.7481481481481479,0.4,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0740740740740741,0.0,1.18518518518519,0.6,0.0,0.0,2.41703703703704,1.0,0.2,0.0666666666666667,0.2,3.06,1.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,2.1609925702993302,home.team,0.0,0.0,0.24107811
15,15,37604,11.0,0.14386773,0.0,0.0,0.0,Atlético-PR,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,True,4.4,1.58,zag,4.65,0.57,3.0,0.0,Nulo,2017,0.0113636363636364,0.0,0.136363636363636,0.0,0.0,0.0,0.0,0.0,0.38636363636363596,0.2,0.0681818181818182,0.0,0.0909090909090909,0.0,0.31818181818181795,0.4,0.0,0.0,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0113636363636364,0.0,1.28409090909091,0.8,0.0,0.0,1.17272727272727,0.30681818181818205,0.6,0.21590909090909105,0.0,0.88,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,1.85499326144329,away.team,-1.28,-2.8,0.13452524
16,16,37604,12.0,0.13421577,0.0,1.0,0.0,Atlético-PR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,True,-2.8,0.85,zag,3.37,-1.28,0.0,0.0,Nulo,2017,0.0112359550561798,0.0,0.146067415730337,0.0,0.0,0.0,0.0,0.0,0.39325842696629204,0.4,0.0674157303370786,0.0,0.0898876404494382,0.0,0.314606741573034,0.4,0.0,0.0,0.0224719101123595,0.0,0.0,0.0,0.0,0.0,0.0112359550561798,0.0,1.28089887640449,1.0,0.0,0.0,1.12808988764045,0.303370786516854,0.6,0.213483146067416,0.0,0.32,1.0,9.0,0.0,0.0,1.0,7.0,0.0,0.0,2.16887067387615,away.team,0.0,0.0,0.48548687
17,17,37604,14.0,0.14386773,0.0,0.0,0.0,Atlético-PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,True,-0.9,0.6,zag,3.48,0.11,0.0,0.0,Nulo,2017,0.010989010989011,0.0,0.14285714285714302,0.0,0.0,0.0,0.0,0.0,0.384615384615385,0.4,0.0659340659340659,0.0,0.0879120879120879,0.0,0.307692307692308,0.4,0.0,0.0,0.021978021978022,0.0,0.0,0.0,0.0,0.0,0.010989010989011,0.0,1.28571428571429,1.6,0.0,0.0,1.09340659340659,0.29670329670329704,0.6,0.20879120879120894,0.0,0.14,2.0,15.0,0.0,0.0,2.0,7.0,0.0,0.0,1.76462145767552,away.team,1.14,5.7,0.38796964
18,18,37604,15.0,0.11119446,0.0,0.0,0.0,Atlético-PR,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,True,5.7,1.24,zag,4.62,1.14,0.0,1.0,Provável,2017,0.0108695652173913,0.0,0.141304347826087,0.0,0.0,0.0,0.0,0.0,0.3804347826086961,0.4,0.0652173913043478,0.0,0.0869565217391304,0.0,0.326086956521739,0.8,0.0,0.0,0.0217391304347826,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,1.2826086956521698,1.8,0.0,0.0,1.1434782608695702,0.293478260869565,0.6,0.21739130434782605,0.2,1.28,0.0,20.0,0.0,0.0,0.0,7.0,0.0,0.0,2.50989154258816,home.team,-0.98,-0.7,0.04530883
19,19,37604,16.0,0.107319295,0.0,0.0,0.0,Atlético-PR,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,True,-0.7,1.02,zag,3.64,-0.98,0.0,0.0,Provável,2017,0.010752688172043001,0.0,0.139784946236559,0.0,0.0,0.0,0.0,0.0,0.387096774193548,0.4,0.0752688172043011,0.2,0.0860215053763441,0.0,0.32258064516129,0.4,0.0,0.0,0.021505376344086002,0.0,0.0,0.0,0.0,0.0,0.010752688172043001,0.0,1.3118279569892501,1.8,0.0,0.0,1.1236559139784899,0.29032258064516103,0.0,0.21505376344086,0.2,0.26,2.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,2.5329166323956804,home.team,0.96,5.0,0.427695
20,20,37604,21.0,0.15141481,0.0,0.0,0.0,Atlético-PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,True,6.1,1.87,zag,4.94,0.69,1.0,1.0,Nulo,2017,0.0102040816326531,0.0,0.14285714285714302,0.0,0.0,0.0,0.0,0.0,0.377551020408163,0.2,0.0714285714285714,0.0,0.0816326530612245,0.0,0.306122448979592,0.0,0.0,0.0,0.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.0102040816326531,0.0,1.2755102040816295,0.6,0.0,0.0,1.20204081632653,0.28571428571428603,0.2,0.23469387755101997,0.6,2.66,0.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,3.1156237114117498,away.team,-0.61,1.5,0.0009687245
21,21,37604,22.0,0.15141481,0.0,1.0,0.0,Atlético-PR,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,True,1.5,1.84,zag,4.33,-0.61,3.0,0.0,Provável,2017,0.0101010101010101,0.0,0.15151515151515196,0.0,0.0,0.0,0.0,0.0,0.393939393939394,0.6,0.0707070707070707,0.0,0.0808080808080808,0.0,0.303030303030303,0.0,0.0,0.0,0.0202020202020202,0.0,0.0,0.0,0.0,0.0,0.0101010101010101,0.0,1.28282828282828,1.0,0.0,0.0,1.2050505050505,0.313131313131313,0.8,0.232323232323232,0.4,1.96,0.0,27.0,0.0,0.0,2.0,8.0,0.0,0.0,2.73595402820377,away.team,0.52,4.2,0.23935255
22,22,37604,32.0,0.12068868,0.0,0.0,0.0,Atlético-PR,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,True,1.1,1.88,zag,4.2,-0.1,1.0,0.0,Provável,2017,0.009174311926605509,0.0,0.13761467889908302,0.0,0.0,0.0,0.0,0.0,0.39449541284403705,0.2,0.07339449541284401,0.0,0.07339449541284401,0.0,0.3119266055045869,0.2,0.009174311926605509,0.0,0.018348623853211003,0.0,0.0,0.0,0.0,0.0,0.009174311926605509,0.0,1.22018348623853,0.4,0.0,0.0,1.15045871559633,0.302752293577982,0.2,0.211009174311927,0.0,0.22,0.0,5.0,0.0,0.0,1.0,11.0,0.0,0.0,1.32367334003186,away.team,0.37,3.1,0.30318093
23,23,37604,33.0,0.08054623,0.0,0.0,0.0,Atlético-PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,True,3.1,1.95,zag,4.57,0.37,2.0,0.0,Provável,2017,0.00909090909090909,0.0,0.136363636363636,0.0,0.0,0.0,0.0,0.0,0.390909090909091,0.2,0.0727272727272727,0.0,0.0727272727272727,0.0,0.30909090909090897,0.2,0.00909090909090909,0.0,0.0181818181818182,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,1.21818181818182,0.6,0.0,0.0,1.16818181818182,0.31818181818181795,0.6,0.209090909090909,0.0,0.84,1.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.9977753031397181,home.team,0.23,4.4,0.19770697
24,24,37604,34.0,0.14154819,0.0,0.0,0.0,Atlético-PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,True,4.4,2.09,zag,4.8,0.23,0.0,1.0,Provável,2017,0.009009009009009007,0.0,0.135135135135135,0.0,0.0,0.0,0.0,0.0,0.387387387387387,0.2,0.0720720720720721,0.0,0.0720720720720721,0.0,0.306306306306306,0.2,0.009009009009009007,0.0,0.018018018018018004,0.0,0.0,0.0,0.0,0.0,0.009009009009009007,0.0,1.22522522522523,1.0,0.0,0.0,1.1972972972973002,0.31531531531531504,0.6,0.216216216216216,0.2,1.72,1.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,1.56290328128988,away.team,-0.9,-1.3,0.13985586
25,25,37607,4.0,0.0871132,0.0,1.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,True,-0.7,0.67,mei,5.71,-0.44,1.0,0.0,Dúvida,2017,0.0754716981132075,0.0,0.0943396226415094,0.0,0.0,0.0,0.0,0.0,0.537735849056604,0.2,0.21698113207547198,0.0,0.48113207547169795,0.4,0.264150943396226,0.2,0.009433962264150941,0.0,0.0754716981132075,0.0,0.0,0.0,0.0,0.0,0.245283018867925,0.0,2.21698113207547,2.8,0.0,0.0,1.4537735849056599,0.433962264150943,0.8,0.0660377358490566,0.0,0.4,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,1.3224556283251598,home.team,0.37,2.3,0.39310434
26,26,37607,5.0,0.10096496,0.0,0.0,0.0,Palmeiras,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,True,2.3,1.08,mei,6.08,0.37,1.0,0.0,Provável,2017,0.0747663551401869,0.0,0.0934579439252336,0.0,0.0,0.0,0.0,0.0,0.5327102803738321,0.2,0.22429906542056105,0.2,0.495327102803738,0.8,0.27102803738317804,0.4,0.009345794392523359,0.0,0.0747663551401869,0.0,0.0,0.0,0.0,0.0,0.25233644859813104,0.2,2.25233644859813,4.0,0.0,0.0,1.46168224299065,0.43925233644859796,1.0,0.0654205607476635,0.0,0.86,0.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,1.47501412422616,away.team,-1.07,-2.1,0.22288796
27,27,37607,11.0,0.07128692,0.0,0.0,0.0,Palmeiras,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,True,3.3,0.92,mei,5.39,0.38,1.0,0.0,Nulo,2017,0.0707964601769911,0.0,0.0973451327433628,0.0,0.0,0.0,0.0,0.0,0.52212389380531,0.4,0.2212389380530969,0.2,0.5044247787610621,0.6,0.27433628318584097,0.4,0.00884955752212389,0.0,0.0707964601769911,0.0,0.0,0.0,0.0,0.0,0.247787610619469,0.0,2.1858407079646,1.0,0.0,0.0,1.3946902654867301,0.4247787610619471,0.2,0.0619469026548673,0.0,0.66,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.9352002480363601,home.team,-0.64,-0.5,0.21707532
28,28,37607,14.0,0.07128692,1.0,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,True,6.4,1.43,mei,5.99,1.24,1.0,0.0,Dúvida,2017,0.0775862068965517,0.2,0.0948275862068965,0.0,0.0,0.0,0.0,0.0,0.517241379310345,0.6,0.21551724137931,0.2,0.4913793103448279,0.6,0.26724137931034503,0.4,0.00862068965517241,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.24137931034482799,0.0,2.1379310344827602,1.2,0.0,0.0,1.4094827586206895,0.422413793103448,0.4,0.0603448275862069,0.0,1.84,2.0,16.0,0.0,0.0,4.0,7.0,0.0,0.0,2.42587899304332,home.team,-1.21,-0.5,-0.012666166
29,29,37607,15.0,0.10915354,0.0,1.0,0.0,Palmeiras,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,True,-0.5,1.22,mei,4.78,-1.21,2.0,0.0,Suspenso,2017,0.0769230769230769,0.2,0.102564102564103,0.0,0.0,0.0,0.0,0.0,0.52991452991453,1.0,0.21367521367521397,0.2,0.4871794871794871,0.6,0.264957264957265,0.4,0.00854700854700855,0.0,0.0683760683760684,0.0,0.0,0.0,0.0,0.0,0.239316239316239,0.0,2.14529914529915,1.8,0.0,0.0,1.39316239316239,0.4358974358974361,0.8,0.0598290598290598,0.0,1.74,2.0,19.0,0.0,0.0,2.0,7.0,0.0,0.0,2.4130202375170096,away.team,0.0,0.0,0.36122558
30,30,37607,19.0,0.05775979,0.0,1.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,0.0,True,1.2,1.22,mei,4.87,0.09,2.0,0.0,Nulo,2017,0.0743801652892562,0.0,0.10743801652892596,0.0,0.0,0.0,0.0,0.0,0.520661157024793,0.6,0.20661157024793397,0.0,0.4793388429752071,0.2,0.272727272727273,0.4,0.008264462809917359,0.0,0.0661157024793388,0.0,0.0,0.0,0.0,0.0,0.239669421487603,0.2,2.09917355371901,1.2,0.0,0.0,1.3570247933884299,0.43801652892562004,0.8,0.0578512396694215,0.0,0.14,1.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,2.2108067908948197,home.team,-0.17,0.2,0.24508253
31,31,37607,20.0,0.08575979,0.0,0.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,True,0.2,1.13,mei,4.7,-0.17,0.0,0.0,Provável,2017,0.0737704918032787,0.0,0.10655737704917999,0.0,0.0,0.0,0.0,0.0,0.524590163934426,0.4,0.20491803278688506,0.0,0.47540983606557397,0.2,0.286885245901639,0.8,0.008196721311475409,0.0,0.0655737704918033,0.0,0.0,0.0,0.0,0.0,0.2377049180327869,0.2,2.0901639344262297,0.8,0.0,0.0,1.34754098360656,0.4344262295081969,0.4,0.0573770491803279,0.0,0.28,1.0,13.0,0.0,0.0,1.0,8.0,0.0,0.0,2.2017417347787798,away.team,1.28,7.7,0.31890354
32,32,37607,21.0,0.089440465,0.0,0.0,0.0,Palmeiras,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,True,7.7,1.68,mei,5.98,1.28,3.0,0.0,Provável,2017,0.0731707317073171,0.0,0.105691056910569,0.0,0.0,0.0,0.0,0.0,0.520325203252033,0.4,0.211382113821138,0.2,0.479674796747967,0.4,0.308943089430894,1.4,0.008130081300813009,0.0,0.0650406504065041,0.0,0.0,0.0,0.0,0.0,0.235772357723577,0.2,2.08943089430894,1.2,0.0,0.0,1.3991869918699198,0.455284552845528,1.0,0.0569105691056911,0.0,1.82,2.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,3.00379389735344,home.team,0.62,9.4,-0.04324907
33,33,37607,34.0,0.05775979,0.0,0.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,True,1.1,2.19,mei,5.34,-1.26,1.0,0.0,Provável,2017,0.0735294117647059,0.0,0.0955882352941176,0.0,0.0,0.0,0.0,0.0,0.485294117647059,0.2,0.191176470588235,0.0,0.44117647058823495,0.0,0.28676470588235303,0.2,0.007352941176470591,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.213235294117647,0.0,1.9264705882352904,0.4,0.0,0.0,1.34264705882353,0.44117647058823495,0.2,0.0514705882352941,0.0,0.22,0.0,12.0,0.0,0.0,2.0,11.0,0.0,0.0,0.347850542618522,home.team,-0.05,0.7,0.30318093
34,34,37607,35.0,0.12580976,0.0,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,True,0.7,2.09,mei,5.29,-0.05,2.0,0.0,Provável,2017,0.072992700729927,0.0,0.0948905109489051,0.0,0.0,0.0,0.0,0.0,0.4817518248175179,0.2,0.18978102189781,0.0,0.437956204379562,0.0,0.28467153284671504,0.2,0.0072992700729927,0.0,0.0583941605839416,0.0,0.0,0.0,0.0,0.0,0.21167883211678798,0.0,1.97810218978102,2.2,0.0,0.0,1.33795620437956,0.452554744525547,0.6,0.0510948905109489,0.0,0.36,1.0,16.0,0.0,0.0,5.0,11.0,0.0,0.0,0.39101008796307196,home.team,0.5,3.7,0.29105115
